date,season,item,msrp,netsale,cogs,discount
2025-02-28,F24,TRACK JACKET,14395,6642,2707,54%
2025-02-28,F24,TRACK PANT,11070,5237,2129,53%
2025-02-28,F24,T-SHIRT,3109,1583,744,49%
2025-02-28,S23,POLO,110,36,26,67%
2025-02-28,S23,SHORTS,68,21,12,69%
2025-02-28,S24,CAMP SHIRT,540,160,114,70%
2025-02-28,S24,CARDIGAN,324,96,57,70%
2025-02-28,S24,FOOTWEAR,204,187,56,8%
2025-02-28,S24,OUTERWEAR,600,176,112,71%
2025-02-28,S24,POLO,311,89,52,71%
2025-02-28,S24,SHORTS,1203,351,227,71%
2025-02-28,S24,SKIRT,234,70,39,70%
2025-02-28,S24,SKORT,88,24,19,72%
2025-02-28,S24,SPORT BRA,48,15,7,69%
2025-02-28,S24,SWEATPANTS,88,24,16,73%
2025-02-28,S24,TANK TOP,-68,-21,-11,69%
2025-02-28,S24,TRACK JACKET,-135,-69,-26,49%
2025-02-28,S24,TRACK PANT,350,200,55,43%
2025-02-28,S24,T-SHIRT,124,36,21,71%
2025-02-28,S25,CABANA SHIRT,125,113,27,10%
2025-02-28,S25,HOODIE,300,300,66,0%
2025-02-28,S25,JACKET,165,0,32,100%
2025-02-28,S25,POLO,2493,2319,523,7%
2025-02-28,S25,SHORTS,822,793,179,3%
2025-02-28,S25,SKORT,68,61,11,10%
2025-02-28,S25,SOCKS,36,36,8,0%
2025-02-28,S25,SWEATER,1040,1008,235,3%
2025-02-28,S25,TANK TOP,116,110,16,5%
2025-02-28,S25,TRACK JACKET,3500,3098,670,12%
2025-02-28,S25,TRACK PANT,3180,2933,607,8%
2025-02-28,S25,T-SHIRT,900,887,164,1%
2025-02-28,S22,FOOTWEAR,95,29,21,69%
2025-03-01,CORE,ACCESSORIES,18,13,5,30%
2025-03-01,CORE,HAT,126,126,21,0%
2025-03-01,CORE,SOCKS,72,45,16,38%
2025-03-01,CORE,TRACK JACKET,610,596,116,2%
2025-03-01,CORE,TRACK PANT,235,4,45,98%
2025-03-01,F22,SHORTS,78,24,14,69%
2025-03-01,F23,OUTERWEAR,175,53,40,70%
2025-03-01,F23,TRACK JACKET,135,41,29,70%
2025-03-01,F23,TRACK PANT,985,295,180,70%
2025-03-01,F24,ACCESSORIES,294,204,70,31%
2025-03-01,F24,CAMP SHIRT,450,174,96,61%
2025-03-01,F24,DRESS,635,335,114,47%
2025-03-01,F24,HAT,45,32,11,29%
2025-03-01,F24,HOODIE,935,474,211,49%
2025-03-01,F24,LONG SLEEVE KNIT,2279,1223,486,46%
2025-03-01,F24,OUTERWEAR,450,171,98,62%
2025-03-01,F24,POLO,1709,1044,539,39%
2025-03-01,F24,S/S BUTTON SHIRT,98,69,33,30%
2025-03-01,F24,SHORTS,3520,1708,820,51%
2025-03-01,F24,SKIRT,332,220,123,34%
2025-03-01,F24,SKORT,234,141,54,40%
2025-03-01,F24,SOCKS,18,12,4,35%
2025-03-01,F24,SWEATER,845,507,191,40%
2025-03-01,F24,SWEATPANTS,624,316,127,49%
2025-03-01,F24,TRACK JACKET,16965,8325,3204,51%
2025-03-01,F24,TRACK PANT,11460,5996,2177,48%
2025-03-01,F24,T-SHIRT,2384,1240,585,48%
2025-03-01,S23,POLO,220,72,52,67%
2025-03-01,S23,TRACK JACKET,250,188,36,25%
2025-03-01,S23,TRACK PANT,170,128,32,25%
2025-03-01,S24,CAMP SHIRT,540,164,107,70%
2025-03-01,S24,CARDIGAN,432,132,76,69%
2025-03-01,S24,DRESS,98,27,17,72%
2025-03-01,S24,FOOTWEAR,118,38,20,68%
2025-03-01,S24,POLO,301,92,54,69%
2025-03-01,S24,SHORTS,2823,831,516,71%
2025-03-01,S24,SKIRT,244,70,39,71%
2025-03-01,S24,SKORT,704,205,152,71%
2025-03-01,S24,SPORT BRA,456,139,85,70%
2025-03-01,S24,TANK TOP,192,56,36,71%
2025-03-01,S24,TRACK JACKET,850,329,186,61%
2025-03-01,S24,TRACK PANT,933,582,174,38%
2025-03-01,S24,T-SHIRT,182,68,46,63%
2025-03-01,S25,SHOES,59,59,8,0%
2025-03-01,S25,ACCESSORIES,68,68,13,0%
2025-03-01,S25,CABANA SHIRT,500,488,99,3%
2025-03-01,S25,DRESS,360,360,73,0%
2025-03-01,S25,HAT,58,58,12,0%
2025-03-01,S25,HOODIE,600,585,132,3%
2025-03-01,S25,JACKET,-165,-165,-32,0%
2025-03-01,S25,LONG SLEEVE KNIT,78,78,10,0%
2025-03-01,S25,POLO,1240,1220,244,2%
2025-03-01,S25,PULLOVER,110,110,21,0%
2025-03-01,S25,SHORTS,1066,1035,227,3%
2025-03-01,S25,SOCKS,36,34,8,5%
2025-03-01,S25,SWEATER,1810,1568,424,13%
2025-03-01,S25,TRACK JACKET,3100,2881,608,7%
2025-03-01,S25,TRACK PANT,3490,3426,691,2%
2025-03-01,S25,T-SHIRT,1324,1319,251,0%
2025-03-01,S22,T-SHIRT,54,16,12,70%
2025-03-02,CORE,HAT,42,42,7,0%
2025-03-02,CORE,SOCKS,108,97,24,10%
2025-03-02,CORE,TRACK JACKET,2045,1817,412,11%
2025-03-02,CORE,TRACK PANT,1315,1267,264,4%
2025-03-02,F21,HAT,76,30,12,61%
2025-03-02,F22,HAT,144,45,24,69%
2025-03-02,F23,SHORTS,68,21,13,69%
2025-03-02,F23,TRACK JACKET,310,94,62,70%
2025-03-02,F23,TRACK PANT,455,134,90,71%
2025-03-02,F24,SHOES,145,131,53,10%
2025-03-02,F24,ACCESSORIES,420,300,93,29%
2025-03-02,F24,CAMP SHIRT,450,180,96,60%
2025-03-02,F24,CREWNECK,110,77,25,30%
2025-03-02,F24,DRESS,530,267,101,50%
2025-03-02,F24,FOOTWEAR,290,165,64,43%
2025-03-02,F24,HOODIE,510,298,117,42%
2025-03-02,F24,JACKET,325,147,55,55%
2025-03-02,F24,LONG SLEEVE KNIT,1764,933,356,47%
2025-03-02,F24,OUTERWEAR,225,81,49,64%
2025-03-02,F24,POLO,1268,732,405,42%
2025-03-02,F24,S/S BUTTON SHIRT,196,138,66,30%
2025-03-02,F24,SHORTS,2676,1439,637,46%
2025-03-02,F24,SKIRT,576,374,185,35%
2025-03-02,F24,SOCKS,18,12,4,35%
2025-03-02,F24,SWEATER,315,156,76,50%
2025-03-02,F24,SWEATPANTS,428,238,90,44%
2025-03-02,F24,TRACK JACKET,11575,6182,2218,47%
2025-03-02,F24,TRACK PANT,10470,5593,2021,47%
2025-03-02,F24,T-SHIRT,2264,1215,644,46%
2025-03-02,S23,POLO,330,108,77,67%
2025-03-02,S23,SHORTS,68,21,14,69%
2025-03-02,S23,TRACK JACKET,125,94,18,25%
2025-03-02,S23,TRACK PANT,85,64,16,25%
2025-03-02,S24,CAMP SHIRT,145,44,29,70%
2025-03-02,S24,CARDIGAN,108,30,19,73%
2025-03-02,S24,DRESS,186,57,36,69%
2025-03-02,S24,FOOTWEAR,322,267,76,17%
2025-03-02,S24,OUTERWEAR,300,90,56,70%
2025-03-02,S24,POLO,136,38,24,72%
2025-03-02,S24,SHORTS,1333,394,239,70%
2025-03-02,S24,SKIRT,488,138,84,72%
2025-03-02,S24,SKORT,78,24,12,69%
2025-03-02,S24,TANK TOP,330,98,54,70%
2025-03-02,S24,TRACK JACKET,715,251,119,65%
2025-03-02,S24,TRACK PANT,385,149,61,61%
2025-03-02,S24,T-SHIRT,176,38,34,79%
2025-03-02,S25,CABANA SHIRT,485,485,96,0%
2025-03-02,S25,CREWNECK,196,196,36,0%
2025-03-02,S25,HAT,116,116,24,0%
2025-03-02,S25,LONG SLEEVE KNIT,312,304,40,3%
2025-03-02,S25,PANTS,135,135,27,0%
2025-03-02,S25,POLO,875,857,181,2%
2025-03-02,S25,PULLOVER,235,223,46,5%
2025-03-02,S25,SHORTS,676,661,138,2%
2025-03-02,S25,SKIRT,78,78,2,0%
2025-03-02,S25,SWEATER,1215,1168,279,4%
2025-03-02,S25,SWEATPANTS,176,176,36,0%
2025-03-02,S25,SWEATSHIRT,110,110,18,0%
2025-03-02,S25,TRACK JACKET,4975,4805,964,3%
2025-03-02,S25,TRACK PANT,3420,3298,676,4%
2025-03-02,S25,T-SHIRT,742,714,140,4%
2025-03-03,CORE,ACCESSORIES,36,28,10,22%
2025-03-03,CORE,HAT,126,122,21,3%
2025-03-03,CORE,SOCKS,198,164,44,17%
2025-03-03,CORE,TRACK JACKET,280,196,44,30%
2025-03-03,CORE,TRACK PANT,0,-66,0,#DIV/0!
2025-03-03,F21,HAT,38,15,6,61%
2025-03-03,F22,HAT,48,15,8,69%
2025-03-03,F23,TRACK JACKET,135,41,29,70%
2025-03-03,F23,TRACK PANT,385,113,75,71%
2025-03-03,F24,SHOES,145,145,53,0%
2025-03-03,F24,ACCESSORIES,168,114,36,32%
2025-03-03,F24,CAMP SHIRT,300,114,62,62%
2025-03-03,F24,CREWNECK,235,165,61,30%
2025-03-03,F24,DRESS,790,415,126,47%
2025-03-03,F24,FOOTWEAR,290,76,64,74%
2025-03-03,F24,HOODIE,90,54,42,40%
2025-03-03,F24,LEGGINGS,330,160,63,52%
2025-03-03,F24,LONG SLEEVE KNIT,1673,785,356,53%
2025-03-03,F24,OUTERWEAR,0,-12,11,#DIV/0!
2025-03-03,F24,POLO,1458,961,418,34%
2025-03-03,F24,S/S BUTTON SHIRT,98,55,33,44%
2025-03-03,F24,SHORTS,4053,1878,880,54%
2025-03-03,F24,SKIRT,508,304,132,40%
2025-03-03,F24,SPORT BRA,204,99,57,52%
2025-03-03,F24,SWEATER,2270,1067,562,53%
2025-03-03,F24,SWEATPANTS,455,248,97,46%
2025-03-03,F24,SWEATSHIRT,125,88,32,30%
2025-03-03,F24,TRACK JACKET,6415,3492,1247,46%
2025-03-03,F24,TRACK PANT,5620,2912,1172,48%
2025-03-03,F24,T-SHIRT,2974,1551,683,48%
2025-03-03,S23,POLO,55,16,13,71%
2025-03-03,S23,SHORTS,68,19,14,72%
2025-03-03,S24,CAMP SHIRT,820,245,168,70%
2025-03-03,S24,CARDIGAN,108,33,19,69%
2025-03-03,S24,DRESS,362,108,74,70%
2025-03-03,S24,OUTERWEAR,150,45,28,70%
2025-03-03,S24,POLO,213,65,37,69%
2025-03-03,S24,SHORTS,2727,809,517,70%
2025-03-03,S24,SKIRT,526,155,81,70%
2025-03-03,S24,SKORT,156,46,24,71%
2025-03-03,S24,SPORT BRA,192,57,28,70%
2025-03-03,S24,TANK TOP,146,43,23,71%
2025-03-03,S24,TRACK JACKET,475,72,67,85%
2025-03-03,S24,TRACK PANT,-310,-216,-108,30%
2025-03-03,S24,T-SHIRT,28,11,7,63%
2025-03-03,S25,CABANA SHIRT,375,375,75,0%
2025-03-03,S25,CREWNECK,196,196,36,0%
2025-03-03,S25,HOODIE,750,720,165,4%
2025-03-03,S25,POLO,1405,1374,293,2%
2025-03-03,S25,SHORTS,1130,1051,239,7%
2025-03-03,S25,SKIRT,78,78,2,0%
2025-03-03,S25,SKORT,176,167,36,5%
2025-03-03,S25,SWEATER,1275,1260,305,1%
2025-03-03,S25,SWEATPANTS,264,264,54,0%
2025-03-03,S25,TRACK JACKET,4070,3725,833,8%
2025-03-03,S25,TRACK PANT,3430,3125,675,9%
2025-03-03,S25,T-SHIRT,1354,1285,238,5%
2025-03-04,CORE,ACCESSORIES,54,41,16,25%
2025-03-04,CORE,HAT,84,84,14,0%
2025-03-04,CORE,SOCKS,144,104,32,28%
2025-03-04,CORE,TRACK JACKET,1310,1268,226,3%
2025-03-04,CORE,TRACK PANT,1020,987,175,3%
2025-03-04,F22,HAT,240,71,40,71%
2025-03-04,F23,OUTERWEAR,175,53,40,70%
2025-03-04,F23,SWEATPANTS,88,27,16,69%
2025-03-04,F23,TRACK JACKET,135,41,29,70%
2025-03-04,F23,TRACK PANT,345,104,71,70%
2025-03-04,F24,SHOES,145,145,53,0%
2025-03-04,F24,ACCESSORIES,336,228,70,32%
2025-03-04,F24,CAMP SHIRT,450,180,94,60%
2025-03-04,F24,DRESS,250,50,54,80%
2025-03-04,F24,FOOTWEAR,150,90,36,40%
2025-03-04,F24,HAT,135,90,33,34%
2025-03-04,F24,HOODIE,125,75,32,40%
2025-03-04,F24,LONG SLEEVE KNIT,1553,785,299,49%
2025-03-04,F24,OUTERWEAR,225,90,49,60%
2025-03-04,F24,POLO,1121,623,398,44%
2025-03-04,F24,S/S BUTTON SHIRT,294,142,99,52%
2025-03-04,F24,SHORTS,2321,1101,518,53%
2025-03-04,F24,SKIRT,89,57,26,36%
2025-03-04,F24,SOCKS,18,9,4,50%
2025-03-04,F24,SPORT BRA,68,34,19,50%
2025-03-04,F24,SWEATER,390,179,91,54%
2025-03-04,F24,SWEATPANTS,348,99,68,72%
2025-03-04,F24,SWEATSHIRT,440,221,99,50%
2025-03-04,F24,TRACK JACKET,8350,3823,1571,54%
2025-03-04,F24,TRACK PANT,7040,3732,1363,47%
2025-03-04,F24,T-SHIRT,2390,1139,568,52%
2025-03-04,S23,POLO,55,18,13,67%
2025-03-04,S24,CAMP SHIRT,135,41,25,70%
2025-03-04,S24,CARDIGAN,108,33,19,69%
2025-03-04,S24,DRESS,176,51,38,71%
2025-03-04,S24,FOOTWEAR,59,42,10,29%
2025-03-04,S24,OUTERWEAR,450,131,84,71%
2025-03-04,S24,POLO,634,190,114,70%
2025-03-04,S24,SHORTS,1812,495,339,73%
2025-03-04,S24,SKIRT,458,139,84,70%
2025-03-04,S24,SKORT,244,75,45,69%
2025-03-04,S24,SPORT BRA,126,38,23,70%
2025-03-04,S24,SWEATPANTS,176,43,32,75%
2025-03-04,S24,TANK TOP,232,72,40,69%
2025-03-04,S24,TRACK JACKET,585,191,100,67%
2025-03-04,S24,TRACK PANT,375,219,59,42%
2025-03-04,S24,T-SHIRT,210,65,35,69%
2025-03-04,S25,ACCESSORIES,58,46,11,20%
2025-03-04,S25,CABANA SHIRT,875,875,168,0%
2025-03-04,S25,CREWNECK,686,686,126,0%
2025-03-04,S25,HAT,174,174,36,0%
2025-03-04,S25,HOODIE,425,285,92,33%
2025-03-04,S25,POLO,1601,1361,322,15%
2025-03-04,S25,SHORTS,2070,2032,429,2%
2025-03-04,S25,SKORT,274,264,59,4%
2025-03-04,S25,SOCKS,18,14,4,20%
2025-03-04,S25,SWEATER,130,115,35,12%
2025-03-04,S25,SWEATPANTS,440,440,90,0%
2025-03-04,S25,SWEATSHIRT,220,220,36,0%
2025-03-04,S25,TANK TOP,136,122,28,10%
2025-03-04,S25,TRACK JACKET,5550,4967,1050,11%
2025-03-04,S25,TRACK PANT,3470,2995,689,14%
2025-03-04,S25,T-SHIRT,824,786,155,5%
2025-03-05,CORE,ACCESSORIES,18,18,5,0%
2025-03-05,CORE,HAT,126,126,21,0%
2025-03-05,CORE,SOCKS,162,134,36,17%
2025-03-05,CORE,TRACK JACKET,980,983,154,0%
2025-03-05,CORE,TRACK PANT,880,882,136,0%
2025-03-05,F23,POLO,78,24,14,69%
2025-03-05,F23,SHORTS,68,21,13,69%
2025-03-05,F23,SWEATPANTS,88,27,16,69%
2025-03-05,F23,TRACK JACKET,660,200,128,70%
2025-03-05,F23,TRACK PANT,525,147,96,72%
2025-03-05,F24,ACCESSORIES,756,359,165,53%
2025-03-05,F24,BAG,110,77,31,30%
2025-03-05,F24,CAMP SHIRT,1200,465,252,61%
2025-03-05,F24,CREWNECK,-15,-33,-20,-120%
2025-03-05,F24,DRESS,125,75,19,40%
2025-03-05,F24,FOOTWEAR,160,113,44,29%
2025-03-05,F24,HAT,135,96,33,29%
2025-03-05,F24,HOODIE,1380,700,291,49%
2025-03-05,F24,LONG SLEEVE KNIT,1000,508,191,49%
2025-03-05,F24,OUTERWEAR,-225,-113,-38,50%
2025-03-05,F24,POLO,4311,1925,1689,55%
2025-03-05,F24,S/S BUTTON SHIRT,196,68,66,65%
2025-03-05,F24,SHORTS,4435,2060,1045,54%
2025-03-05,F24,SKIRT,79,27,44,66%
2025-03-05,F24,SKORT,78,47,18,40%
2025-03-05,F24,SOCKS,126,54,46,57%
2025-03-05,F24,SWEATER,330,132,94,60%
2025-03-05,F24,SWEATPANTS,1112,558,220,50%
2025-03-05,F24,SWEATSHIRT,125,88,32,30%
2025-03-05,F24,TRACK JACKET,14185,6820,2629,52%
2025-03-05,F24,TRACK PANT,12325,6003,2241,51%
2025-03-05,F24,T-SHIRT,3691,1776,981,52%
2025-03-05,S23,POLO,0,0,0,#DIV/0!
2025-03-05,S23,SHORTS,68,21,14,69%
2025-03-05,S24,CARDIGAN,108,33,19,69%
2025-03-05,S24,DRESS,544,224,135,59%
2025-03-05,S24,FOOTWEAR,118,84,20,29%
2025-03-05,S24,POLO,458,135,80,70%
2025-03-05,S24,SHORTS,2260,670,431,70%
2025-03-05,S24,SKIRT,964,284,159,71%
2025-03-05,S24,SKORT,166,49,31,71%
2025-03-05,S24,SPORT BRA,318,96,51,70%
2025-03-05,S24,TANK TOP,116,32,20,73%
2025-03-05,S24,TRACK JACKET,570,143,55,75%
2025-03-05,S24,TRACK PANT,655,285,64,57%
2025-03-05,S24,T-SHIRT,96,30,14,69%
2025-03-05,S25,ACCESSORIES,58,58,11,0%
2025-03-05,S25,CABANA SHIRT,1125,1100,221,2%
2025-03-05,S25,CREWNECK,784,764,144,2%
2025-03-05,S25,DRESS,243,243,43,0%
2025-03-05,S25,HAT,116,116,24,0%
2025-03-05,S25,HOODIE,825,765,177,7%
2025-03-05,S25,JACKET,165,165,32,0%
2025-03-05,S25,LEGGINGS,110,110,21,0%
2025-03-05,S25,POLO,1803,1757,379,3%
2025-03-05,S25,PULLOVER,220,220,42,0%
2025-03-05,S25,SHORTS,2302,2270,476,1%
2025-03-05,S25,SKIRT,-58,-58,-11,0%
2025-03-05,S25,SKORT,166,98,34,41%
2025-03-05,S25,SOCKS,36,36,8,0%
2025-03-05,S25,SPORT BRA,68,68,17,0%
2025-03-05,S25,SWEATER,650,603,152,7%
2025-03-05,S25,SWEATPANTS,998,980,198,2%
2025-03-05,S25,SWEATSHIRT,330,319,54,3%
2025-03-05,S25,TANK TOP,10,-38,-3,484%
2025-03-05,S25,TRACK JACKET,3490,2927,621,16%
2025-03-05,S25,TRACK PANT,1595,1336,296,16%
2025-03-05,S25,T-SHIRT,880,811,165,8%
2025-03-05,S22,FOOTWEAR,95,29,21,69%
2025-03-05,S22,T-SHIRT,54,14,12,73%
2025-03-06,CORE,ACCESSORIES,60,68,21,-13%
2025-03-06,CORE,HAT,168,160,28,5%
2025-03-06,CORE,SOCKS,144,131,32,9%
2025-03-06,CORE,TRACK JACKET,1030,986,182,4%
2025-03-06,CORE,TRACK PANT,580,546,107,6%
2025-03-06,F21,HAT,76,30,12,61%
2025-03-06,F22,HAT,48,15,8,69%
2025-03-06,F23,TRACK JACKET,-175,-53,-33,70%
2025-03-06,F23,TRACK PANT,370,108,73,71%
2025-03-06,F24,ACCESSORIES,546,261,123,52%
2025-03-06,F24,CAMP SHIRT,285,128,63,55%
2025-03-06,F24,CREWNECK,440,209,100,53%
2025-03-06,F24,DRESS,270,68,44,75%
2025-03-06,F24,HOODIE,1310,710,253,46%
2025-03-06,F24,LEGGINGS,330,160,63,52%
2025-03-06,F24,LONG SLEEVE KNIT,1896,890,384,53%
2025-03-06,F24,OUTERWEAR,675,293,136,57%
2025-03-06,F24,POLO,2651,1330,912,50%
2025-03-06,F24,S/S BUTTON SHIRT,294,140,99,53%
2025-03-06,F24,SHORTS,3756,1801,897,52%
2025-03-06,F24,SKIRT,567,289,212,49%
2025-03-06,F24,SOCKS,72,35,15,51%
2025-03-06,F24,SPORT BRA,68,34,19,50%
2025-03-06,F24,SWEATER,1525,608,358,60%
2025-03-06,F24,SWEATPANTS,666,306,134,54%
2025-03-06,F24,SWEATSHIRT,505,247,120,51%
2025-03-06,F24,TRACK JACKET,15985,7457,2967,53%
2025-03-06,F24,TRACK PANT,9480,4707,1788,50%
2025-03-06,F24,T-SHIRT,2653,1246,714,53%
2025-03-06,S23,POLO,330,104,78,68%
2025-03-06,S23,SHORTS,68,21,14,69%
2025-03-06,S24,CAMP SHIRT,405,123,89,70%
2025-03-06,S24,CARDIGAN,108,30,19,73%
2025-03-06,S24,DRESS,176,54,38,69%
2025-03-06,S24,FOOTWEAR,59,38,10,36%
2025-03-06,S24,OUTERWEAR,600,136,112,77%
2025-03-06,S24,POLO,254,76,44,70%
2025-03-06,S24,SHORTS,1357,406,233,70%
2025-03-06,S24,SKIRT,604,179,96,70%
2025-03-06,S24,SKORT,244,73,43,70%
2025-03-06,S24,SPORT BRA,66,20,5,69%
2025-03-06,S24,SWEATER,285,86,65,70%
2025-03-06,S24,TANK TOP,146,43,23,71%
2025-03-06,S24,TRACK JACKET,535,116,84,78%
2025-03-06,S24,TRACK PANT,10,-6,9,160%
2025-03-06,S24,T-SHIRT,258,78,43,70%
2025-03-06,S25,SHOES,59,59,8,0%
2025-03-06,S25,CABANA SHIRT,1625,1575,315,3%
2025-03-06,S25,CREWNECK,1372,1352,252,1%
2025-03-06,S25,DRESS,110,110,23,0%
2025-03-06,S25,HAT,174,174,36,0%
2025-03-06,S25,HOODIE,850,850,184,0%
2025-03-06,S25,LEGGINGS,68,68,16,0%
2025-03-06,S25,LONG SLEEVE KNIT,234,234,30,0%
2025-03-06,S25,POLO,2213,1761,445,20%
2025-03-06,S25,SHORTS,2316,2213,469,4%
2025-03-06,S25,SKIRT,20,26,-9,-29%
2025-03-06,S25,SKORT,-98,-98,-23,0%
2025-03-06,S25,SOCKS,36,36,8,0%
2025-03-06,S25,SWEATER,3340,2869,772,14%
2025-03-06,S25,SWEATPANTS,1330,1321,270,1%
2025-03-06,S25,SWEATSHIRT,110,110,18,0%
2025-03-06,S25,TANK TOP,-68,-68,-14,0%
2025-03-06,S25,TRACK JACKET,4525,4193,879,7%
2025-03-06,S25,TRACK PANT,3560,3323,691,7%
2025-03-06,S25,T-SHIRT,784,536,138,32%
2025-03-06,S22,SHORTS,98,29,30,70%
2025-03-07,CORE,SOCKS,144,139,32,4%
2025-03-07,CORE,TRACK JACKET,1030,1016,182,1%
2025-03-07,CORE,TRACK PANT,800,778,141,3%
2025-03-07,F21,HAT,38,14,6,64%
2025-03-07,F23,TRACK JACKET,270,82,58,70%
2025-03-07,F23,TRACK PANT,985,295,184,70%
2025-03-07,F24,ACCESSORIES,504,235,106,53%
2025-03-07,F24,BAG,110,77,31,30%
2025-03-07,F24,CAMP SHIRT,285,115,65,60%
2025-03-07,F24,CREWNECK,220,102,50,54%
2025-03-07,F24,DRESS,375,206,73,45%
2025-03-07,F24,FOOTWEAR,150,90,36,40%
2025-03-07,F24,HOODIE,845,347,194,59%
2025-03-07,F24,LEGGINGS,220,105,42,53%
2025-03-07,F24,LONG SLEEVE KNIT,2843,1267,600,55%
2025-03-07,F24,POLO,3508,1623,1160,54%
2025-03-07,F24,S/S BUTTON SHIRT,1274,605,429,53%
2025-03-07,F24,SHORTS,5108,2492,1278,51%
2025-03-07,F24,SKIRT,244,118,84,52%
2025-03-07,F24,SOCKS,54,27,11,50%
2025-03-07,F24,SWEATER,150,50,29,67%
2025-03-07,F24,SWEATPANTS,526,263,108,50%
2025-03-07,F24,SWEATSHIRT,270,155,81,43%
2025-03-07,F24,TRACK JACKET,14590,7165,2717,51%
2025-03-07,F24,TRACK PANT,12475,6382,2331,49%
2025-03-07,F24,T-SHIRT,3784,1811,1088,52%
2025-03-07,S24,SHOES,50,50,16,0%
2025-03-07,S24,CAMP SHIRT,550,150,111,73%
2025-03-07,S24,CARDIGAN,540,158,95,71%
2025-03-07,S24,DRESS,734,219,146,70%
2025-03-07,S24,FOOTWEAR,118,67,20,43%
2025-03-07,S24,OUTERWEAR,300,90,56,70%
2025-03-07,S24,POLO,634,179,114,72%
2025-03-07,S24,SHORTS,2117,598,404,72%
2025-03-07,S24,SKIRT,788,232,123,71%
2025-03-07,S24,SPORT BRA,240,71,35,71%
2025-03-07,S24,SWEATPANTS,176,48,32,73%
2025-03-07,S24,TANK TOP,252,56,42,78%
2025-03-07,S24,TRACK JACKET,445,144,79,68%
2025-03-07,S24,TRACK PANT,340,100,53,70%
2025-03-07,S24,T-SHIRT,-52,-15,-13,71%
2025-03-07,S25,ACCESSORIES,206,124,42,40%
2025-03-07,S25,CABANA SHIRT,1375,1250,264,9%
2025-03-07,S25,CREWNECK,392,392,72,0%
2025-03-07,S25,HAT,232,220,48,5%
2025-03-07,S25,HOODIE,150,150,33,0%
2025-03-07,S25,LONG SLEEVE KNIT,78,78,10,0%
2025-03-07,S25,POLO,2876,2760,578,4%
2025-03-07,S25,SHORTS,2620,2571,535,2%
2025-03-07,S25,SKIRT,98,98,20,0%
2025-03-07,S25,SKORT,68,68,11,0%
2025-03-07,S25,SOCKS,126,126,30,0%
2025-03-07,S25,SPORT BRA,48,48,7,0%
2025-03-07,S25,SWEATER,3130,3080,721,2%
2025-03-07,S25,SWEATPANTS,352,352,72,0%
2025-03-07,S25,TANK TOP,58,58,8,0%
2025-03-07,S25,TRACK JACKET,3660,3610,674,1%
2025-03-07,S25,TRACK PANT,2970,2825,558,5%
2025-03-07,S25,T-SHIRT,1040,1031,195,1%
2025-03-08,CORE,ACCESSORIES,36,27,10,26%
2025-03-08,CORE,HAT,126,122,21,3%
2025-03-08,CORE,SOCKS,126,117,28,7%
2025-03-08,CORE,TRACK JACKET,890,860,160,3%
2025-03-08,CORE,TRACK PANT,690,667,124,3%
2025-03-08,F21,HAT,38,15,6,61%
2025-03-08,F22,HAT,48,15,8,69%
2025-03-08,F23,TRACK JACKET,-135,-41,-29,70%
2025-03-08,F24,SHOES,145,0,53,100%
2025-03-08,F24,ACCESSORIES,378,181,83,52%
2025-03-08,F24,CAMP SHIRT,435,114,95,74%
2025-03-08,F24,CREWNECK,220,110,50,50%
2025-03-08,F24,FOOTWEAR,150,90,36,40%
2025-03-08,F24,HAT,45,32,11,29%
2025-03-08,F24,HOODIE,250,45,64,82%
2025-03-08,F24,LEGGINGS,330,160,63,52%
2025-03-08,F24,LONG SLEEVE KNIT,1442,615,379,57%
2025-03-08,F24,OUTERWEAR,225,113,38,50%
2025-03-08,F24,POLO,3684,1648,1382,55%
2025-03-08,F24,S/S BUTTON SHIRT,686,338,231,51%
2025-03-08,F24,SHORTS,2660,1295,654,51%
2025-03-08,F24,SKIRT,401,154,162,62%
2025-03-08,F24,SOCKS,36,17,8,53%
2025-03-08,F24,SPORT BRA,204,99,57,52%
2025-03-08,F24,SWEATER,1370,563,366,59%
2025-03-08,F24,SWEATPANTS,1236,555,247,55%
2025-03-08,F24,SWEATSHIRT,315,183,79,42%
2025-03-08,F24,TRACK JACKET,9565,4848,1791,49%
2025-03-08,F24,TRACK PANT,7775,3976,1472,49%
2025-03-08,F24,T-SHIRT,2678,1282,744,52%
2025-03-08,S24,CAMP SHIRT,145,44,29,70%
2025-03-08,S24,CARDIGAN,108,33,19,69%
2025-03-08,S24,FOOTWEAR,59,38,10,36%
2025-03-08,S24,POLO,397,122,68,69%
2025-03-08,S24,SHORTS,1655,494,315,70%
2025-03-08,S24,SKIRT,810,280,157,65%
2025-03-08,S24,SKORT,166,51,31,69%
2025-03-08,S24,SPORT BRA,160,50,29,69%
2025-03-08,S24,TANK TOP,398,121,65,70%
2025-03-08,S24,TRACK JACKET,665,190,108,71%
2025-03-08,S24,TRACK PANT,120,48,21,60%
2025-03-08,S24,T-SHIRT,152,47,28,69%
2025-03-08,S25,SHOES,59,59,8,0%
2025-03-08,S25,CABANA SHIRT,375,363,72,3%
2025-03-08,S25,CREWNECK,980,951,180,3%
2025-03-08,S25,HAT,116,116,25,0%
2025-03-08,S25,HOODIE,550,535,118,3%
2025-03-08,S25,POLO,1478,1439,298,3%
2025-03-08,S25,SHORTS,1766,1680,377,5%
