date,SeaSon,item,msrp,netsale,cogs,discount
2026-01-11,F25,TRACK JACKET,185,130,40,30%
2026-01-11,S25,TRACK PANT,110,44,19,60%
2026-01-11,S25,SHORTS,68,27,12,60%
2026-01-11,F25,CABANA SHIRT,135,95,31,30%
2026-01-11,S25,TANK TOP,68,27,14,60%
2026-01-11,S25,SHORTS,110,33,24,70%
2026-01-11,CORE,TRACK PANT,125,125,28,0%
2026-01-11,F25,TRACK JACKET,165,89,37,46%
2026-01-11,F25,SKIRT,78,47,17,40%
2026-01-11,S25,POLO,88,35,13,60%
2026-01-11,F25,TRACK JACKET,150,90,25,40%
2026-01-11,S25,SHORTS,88,32,20,64%
2026-01-11,S25,POLO,125,56,24,55%
2026-01-11,F25,TRACK JACKET,150,90,36,40%
2026-01-11,S25,TRACK PANT,140,50,30,64%
2026-01-11,F25,SWEATPANTS,125,79,25,37%
2026-01-11,S25,SHORTS,68,24,15,65%
2026-01-11,F25,TRACK PANT,150,81,32,46%
2026-01-11,S25,TRACK JACKET,125,38,25,70%
2026-01-11,F25,PULLOVER,125,75,27,40%
2026-01-11,F25,SWEATER,125,75,27,40%
2026-01-11,CORE,TRACK PANT,135,68,31,50%
2026-01-11,F24,TRACK JACKET,165,66,42,60%
2026-01-11,S25,T-SHIRT,48,17,7,65%
2026-01-11,S25,SHORTS,68,34,11,50%
2026-01-11,F24,T-SHIRT,58,16,15,72%
2026-01-11,S25,SHORTS,88,44,18,50%
2026-01-11,S25,TRACK JACKET,145,58,32,60%
2026-01-11,S25,LONG SLEEVE KNIT,78,31,10,60%
2026-01-11,F25,TRACK JACKET,150,90,25,40%
2026-01-11,S25,T-SHIRT,48,19,7,60%
2026-01-11,F25,TRACK JACKET,165,99,37,40%
2026-01-11,S25,TRACK JACKET,165,74,40,55%
2026-01-11,S25,SKIRT,78,31,2,60%
2026-01-11,S25,SKORT,88,35,18,60%
2026-01-11,S25,TRACK JACKET,175,70,36,60%
2026-01-11,F25,POLO,110,77,25,30%
2026-01-11,S25,SHORTS,68,27,15,60%
2026-01-11,CORE,TRACK JACKET,165,83,42,50%
2026-01-11,S25,SHORTS,88,26,20,70%
2026-01-11,F25,TRACK PANT,125,100,28,20%
2026-01-11,F25,TRACK JACKET,165,99,37,40%
2026-01-11,F25,SWEATER,125,88,27,30%
2026-01-11,S25,TRACK JACKET,175,70,36,60%
2026-01-11,S25,SHORTS,68,27,14,60%
2026-01-11,F25,TRACK JACKET,145,102,31,30%
2026-01-11,S25,POLO,125,50,23,60%
2026-01-11,S25,TRACK JACKET,150,60,30,60%
2026-01-11,F25,TRACK PANT,125,88,26,30%
2026-01-11,F24,SHORTS,156,39,49,75%
2026-01-11,S25,SHORTS,100,40,22,60%
2026-01-11,F25,SOCKS,18,11,4,39%
2026-01-11,S25,TRACK JACKET,150,60,30,60%
2026-01-11,F25,TRACK PANT,125,88,29,30%
2026-01-11,S25,SHORTS,78,31,18,60%
2026-01-11,CORE,TRACK PANT,110,110,17,0%
2026-01-11,F25,TRACK PANT,135,81,30,40%
2026-01-11,F24,T-SHIRT,58,17,15,71%
2026-01-11,F25,TRACK PANT,135,95,30,30%
2026-01-11,S25,T-SHIRT,42,21,7,50%
2026-01-11,CORE,TRACK JACKET,165,165,36,0%
2026-01-11,S25,PULLOVER,125,50,25,60%
2026-01-11,F25,CREWNECK,110,66,20,40%
2026-01-11,F25,TRACK PANT,145,87,34,40%
2026-01-11,F25,SWEATER,98,69,22,30%
2026-01-11,F25,TRACK PANT,125,75,28,40%
2026-01-11,F25,TRACK JACKET,150,105,37,30%
2026-01-11,F25,PULLOVER,125,75,27,40%
2026-01-11,S25,TRACK JACKET,125,50,25,60%
2026-01-11,F25,TRACK JACKET,175,110,37,37%
2026-01-11,S25,SHORTS,78,31,15,60%
2026-01-11,S25,CABANA SHIRT,135,54,32,60%
2026-01-11,S24,SHORTS,100,31,17,69%
2026-01-11,CORE,TRACK JACKET,165,165,36,0%
2026-01-11,F25,SWEATPANTS,98,69,18,30%
2026-01-11,F25,SKORT,88,53,22,40%
2026-01-11,F25,TRACK PANT,135,73,30,46%
2026-01-11,CORE,TRACK PANT,135,61,31,55%
2026-01-11,S25,T-SHIRT,58,23,11,60%
2026-01-11,S25,TRACK JACKET,165,66,29,60%
2026-01-11,S25,T-SHIRT,48,19,7,60%
2026-01-11,F25,TRACK PANT,110,66,20,40%
2026-01-11,F25,TRACK JACKET,150,90,35,40%
2026-01-11,F24,POLO,98,29,28,70%
2026-01-11,F25,SKORT,58,35,10,40%
2026-01-11,S25,SHORTS,68,27,14,60%
2026-01-11,S25,T-SHIRT,48,17,7,65%
2026-01-11,F25,TRACK JACKET,165,116,34,30%
2026-01-11,S25,PULLOVER,125,50,25,60%
2026-01-11,CORE,TRACK PANT,135,68,31,50%
2026-01-11,S25,T-SHIRT,68,20,14,71%
2026-01-11,F25,TRACK PANT,135,73,23,46%
2026-01-11,F25,TRACK PANT,125,88,28,30%
2026-01-11,S25,SHORTS,110,25,25,77%
2026-01-12,F25,ACCESSORIES,130,33,54,75%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,F25,TRACK JACKET,165,116,36,30%
2026-01-12,S25,TRACK JACKET,150,60,30,60%
2026-01-12,CORE,TRACK JACKET,140,140,22,0%
2026-01-12,F25,TRACK JACKET,145,102,31,30%
2026-01-12,F25,TRACK PANT,110,66,26,40%
2026-01-12,S25,TRACK JACKET,165,56,29,66%
2026-01-12,F25,TRACK JACKET,150,105,37,30%
2026-01-12,F24,POLO,135,34,46,75%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,S25,TRACK JACKET,175,70,31,60%
2026-01-12,S25,SHORTS,68,27,12,60%
2026-01-12,S25,TRACK JACKET,165,59,40,64%
2026-01-12,S25,SHORTS,68,27,11,60%
2026-01-12,CORE,TRACK JACKET,165,165,36,0%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,S25,TRACK PANT,135,54,24,60%
2026-01-12,S25,TRACK PANT,110,44,19,60%
2026-01-12,F25,TRACK PANT,125,68,29,46%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,S25,SHORTS,78,31,16,60%
2026-01-12,F25,TRACK PANT,150,81,32,46%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,F25,TRACK JACKET,165,116,34,30%
2026-01-12,S25,SHORTS,88,35,18,60%
2026-01-12,F25,TRACK JACKET,150,90,25,40%
2026-01-12,S25,SHORTS,98,35,23,64%
2026-01-12,F25,TRACK PANT,125,88,26,30%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,S25,SHOES,88,35,18,60%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,PULLOVER,125,75,27,40%
2026-01-12,F25,T-SHIRT,48,34,8,29%
2026-01-12,F25,TRACK PANT,125,64,28,49%
2026-01-12,F25,TRACK JACKET,185,111,40,40%
2026-01-12,F25,TRACK PANT,145,102,31,30%
2026-01-12,S25,DRESS,110,44,23,60%
2026-01-12,F25,TRACK JACKET,165,132,33,20%
2026-01-12,F25,T-SHIRT,54,29,9,46%
2026-01-12,S25,TRACK PANT,150,60,33,60%
2026-01-12,S25,T-SHIRT,42,21,7,50%
2026-01-12,F25,TRACK JACKET,185,100,40,46%
2026-01-12,S25,SOCKS,18,8,4,56%
2026-01-12,S25,TRACK JACKET,150,60,30,60%
2026-01-12,F25,HOODIE,120,84,23,30%
2026-01-12,S25,TRACK JACKET,175,70,36,60%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,F25,TRACK PANT,135,73,30,46%
2026-01-12,F25,TRACK PANT,140,88,23,37%
2026-01-12,S25,TRACK PANT,125,53,25,58%
2026-01-12,CORE,TRACK PANT,135,68,31,50%
2026-01-12,S25,TRACK PANT,125,34,25,73%
2026-01-12,S25,TRACK PANT,140,56,30,60%
2026-01-12,S25,POLO,125,50,23,60%
2026-01-12,F24,TRACK JACKET,165,66,42,60%
2026-01-12,F25,T-SHIRT,68,48,16,29%
2026-01-12,S25,TRACK PANT,125,50,21,60%
2026-01-12,S25,SWEATSHIRT,110,44,18,60%
2026-01-12,F25,TRACK PANT,125,88,28,30%
2026-01-12,S25,ACTIVE JACKET,125,50,26,60%
2026-01-12,S25,TRACK JACKET,165,56,32,66%
2026-01-12,S25,T-SHIRT,48,24,8,50%
2026-01-12,F25,SHORTS,110,69,25,37%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,F25,TRACK PANT,150,81,32,46%
2026-01-12,S25,TRACK JACKET,165,83,40,50%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,SWEATPANTS,98,69,18,30%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F25,TRACK PANT,135,81,23,40%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,F24,SHORTS,78,20,20,74%
2026-01-12,S25,POLO,125,43,23,66%
2026-01-12,F25,T-SHIRT,42,29,7,31%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,F25,TRACK JACKET,185,130,40,30%
2026-01-12,F25,TRACK PANT,135,81,23,40%
2026-01-12,F25,TRACK JACKET,175,123,37,30%
2026-01-12,CORE,TRACK JACKET,140,140,22,0%
2026-01-12,F25,TRACK JACKET,185,130,40,30%
2026-01-12,F25,TRACK PANT,118,71,25,40%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F24,SWEATSHIRT,190,48,47,75%
2026-01-12,F25,CABANA SHIRT,270,189,63,30%
2026-01-12,S24,TRACK JACKET,140,70,34,50%
2026-01-12,F25,TRACK JACKET,150,81,35,46%
2026-01-12,S25,T-SHIRT,68,20,14,71%
2026-01-12,F25,TRACK JACKET,165,99,31,40%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F24,SHORTS,125,31,34,75%
2026-01-12,S25,SWEATER,195,70,40,64%
2026-01-12,F25,POLO,78,55,19,29%
2026-01-12,S25,SOCKS,18,9,4,50%
2026-01-12,S25,T-SHIRT,42,19,7,55%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,F24,SKIRT,88,22,39,75%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F25,T-SHIRT,42,26,7,38%
2026-01-12,F25,POLO,68,48,16,29%
2026-01-12,S25,T-SHIRT,42,15,7,64%
2026-01-12,F25,TRACK JACKET,145,78,31,46%
2026-01-12,F25,DRESS,125,88,30,30%
2026-01-12,F25,CABANA SHIRT,135,95,32,30%
2026-01-12,F24,TRACK PANT,135,49,31,64%
2026-01-12,S25,SOCKS,18,9,4,50%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,S25,T-SHIRT,58,23,11,60%
2026-01-12,F25,TRACK PANT,125,100,29,20%
2026-01-12,S25,T-SHIRT,78,31,13,60%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F25,TRACK JACKET,145,87,31,40%
2026-01-12,S25,TRACK PANT,125,63,26,50%
2026-01-12,F24,SHORTS,78,18,25,77%
2026-01-12,S25,SHORTS,100,30,22,70%
2026-01-12,S25,T-SHIRT,42,21,7,50%
2026-01-12,F25,SWEATPANTS,98,69,18,30%
2026-01-12,F25,TRACK JACKET,185,100,40,46%
2026-01-12,CORE,TRACK JACKET,165,74,42,55%
2026-01-12,F25,TRACK PANT,135,81,23,40%
2026-01-12,S25,TRACK JACKET,140,56,24,60%
2026-01-12,S25,TRACK JACKET,145,58,24,60%
2026-01-12,S25,POLO,125,63,27,50%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,S25,TRACK JACKET,140,56,29,60%
2026-01-12,F25,TRACK JACKET,145,87,31,40%
2026-01-12,F25,TRACK JACKET,125,75,29,40%
2026-01-12,S25,TRACK JACKET,145,58,24,60%
2026-01-12,S25,POLO,98,39,13,60%
2026-01-12,S25,JACKET,165,66,32,60%
2026-01-12,S25,TRACK PANT,140,56,30,60%
2026-01-12,F25,OUTERWEAR,275,165,64,40%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,S25,POLO,88,35,13,60%
2026-01-12,S25,PANTS,210,84,44,60%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,S25,TRACK JACKET,150,60,35,60%
2026-01-12,F24,TRACK PANT,135,54,31,60%
2026-01-12,S25,T-SHIRT,42,21,7,50%
2026-01-12,F25,T-SHIRT,58,41,13,29%
2026-01-12,CORE,TRACK JACKET,165,83,42,50%
2026-01-12,F25,TRACK JACKET,150,90,25,40%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,F25,OUTERWEAR,325,228,70,30%
2026-01-12,S25,TRACK JACKET,150,60,26,60%
2026-01-12,F24,SHORTS,125,31,34,75%
2026-01-12,S25,TRACK JACKET,165,59,32,64%
2026-01-12,CORE,TRACK PANT,125,125,28,0%
2026-01-12,S25,SHORTS,68,27,11,60%
2026-01-12,F24,T-SHIRT,48,12,19,75%
2026-01-12,F25,TRACK PANT,135,95,31,30%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,S25,SHORTS,78,31,16,60%
2026-01-12,CORE,TRACK JACKET,165,165,36,0%
2026-01-12,F24,LEGGINGS,110,33,21,70%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,SHORTS,78,55,19,29%
2026-01-12,F25,TRACK JACKET,165,116,36,30%
2026-01-12,S25,SHORTS,68,27,12,60%
2026-01-12,F25,POLO,78,55,18,29%
2026-01-12,F25,SWEATPANTS,98,69,18,30%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,S25,T-SHIRT,58,23,11,60%
2026-01-12,S25,TRACK PANT,78,39,16,50%
2026-01-12,S25,SKORT,98,39,23,60%
2026-01-12,F25,TRACK JACKET,175,110,37,37%
2026-01-12,F25,DRESS,125,88,30,30%
2026-01-12,S25,SHORTS,68,27,13,60%
2026-01-12,S25,SHORTS,88,26,20,70%
2026-01-12,S25,T-SHIRT,42,15,7,64%
2026-01-12,S25,T-SHIRT,48,17,7,65%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,CORE,TRACK PANT,135,68,31,50%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,TRACK JACKET,135,73,26,46%
2026-01-12,F25,TRACK PANT,150,90,32,40%
2026-01-12,F25,POLO,110,77,25,30%
2026-01-12,F25,TRACK PANT,110,59,20,46%
2026-01-12,CORE,TRACK JACKET,140,140,22,0%
2026-01-12,S25,TRACK JACKET,165,66,29,60%
2026-01-12,F25,CONTOUR JACKET,135,85,29,37%
2026-01-12,F25,TRACK PANT,125,100,28,20%
2026-01-12,F24,SHORTS,68,15,18,78%
2026-01-12,F23,SHORTS,68,22,13,68%
2026-01-12,CORE,TRACK PANT,110,110,17,0%
2026-01-12,F25,SWEATPANTS,98,69,18,30%
2026-01-12,S25,TRACK JACKET,165,66,29,60%
2026-01-12,S25,TRACK JACKET,125,50,21,60%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,F25,POLO,68,48,16,29%
2026-01-12,F24,SHORTS,78,20,20,74%
2026-01-12,S25,TRACK JACKET,145,58,24,60%
2026-01-12,F25,LONG SLEEVE KNIT,135,95,27,30%
2026-01-12,S25,TRACK JACKET,165,66,40,60%
2026-01-12,F25,TRACK JACKET,165,132,33,20%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,F24,DRESS,125,38,35,70%
2026-01-12,S25,T-SHIRT,42,21,7,50%
2026-01-12,S25,SHORTS,88,35,18,60%
2026-01-12,F25,PULLOVER,125,79,25,37%
2026-01-12,S25,SHORTS,78,31,16,60%
2026-01-12,F25,POLO,125,88,27,30%
2026-01-12,F25,TRACK JACKET,150,90,34,40%
2026-01-12,F24,SHORTS,78,18,24,77%
2026-01-12,S25,TRACK PANT,125,63,25,50%
2026-01-12,S25,TRACK JACKET,175,70,36,60%
2026-01-12,S25,SHORTS,78,31,16,60%
2026-01-12,CORE,TRACK PANT,125,125,28,0%
2026-01-12,S25,SHORTS,88,22,20,75%
2026-01-12,S24,DRESS,88,35,19,60%
2026-01-12,S25,TRACK JACKET,175,70,42,60%
2026-01-12,F25,TRACK PANT,125,88,28,30%
2026-01-12,S25,POLO,125,50,23,60%
2026-01-12,F25,TRACK PANT,135,95,30,30%
2026-01-12,S25,T-SHIRT,58,23,11,60%
2026-01-12,CORE,TRACK JACKET,165,74,42,55%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,S25,SPORT BRA,48,19,7,60%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,S25,SHORTS,78,28,16,64%
2026-01-12,S25,TRACK JACKET,150,60,26,60%
2026-01-12,F24,TRACK JACKET,165,59,42,64%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,F25,TRACK JACKET,145,87,34,40%
2026-01-12,CORE,TRACK JACKET,165,74,42,55%
2026-01-12,F25,TRACK PANT,125,100,24,20%
2026-01-12,F25,SHORTS,110,77,25,30%
2026-01-12,F24,TRACK JACKET,165,66,42,60%
2026-01-12,F25,TRACK JACKET,135,81,26,40%
2026-01-12,S25,CABANA SHIRT,88,35,19,60%
2026-01-12,F24,POLO,135,34,46,75%
2026-01-12,S25,SHORTS,88,27,23,69%
2026-01-12,F25,TRACK JACKET,300,240,68,20%
2026-01-12,S25,TRACK PANT,140,56,30,60%
2026-01-12,S25,TRACK PANT,150,60,30,60%
2026-01-12,F25,TRACK JACKET,150,81,35,46%
2026-01-12,S25,TRACK PANT,125,50,25,60%
2026-01-12,S25,CABANA SHIRT,135,54,32,60%
2026-01-12,F25,TRACK JACKET,150,90,25,40%
2026-01-12,S25,TRACK JACKET,165,83,40,50%
2026-01-12,F25,KNITWEAR,225,122,54,46%
2026-01-12,F25,SWEATER,125,75,27,40%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,S25,SHORTS,88,32,18,64%
2026-01-12,F25,HOODIE,98,69,17,30%
2026-01-12,F25,CABANA SHIRT,135,85,32,37%
2026-01-12,S25,SHORTS,135,54,27,60%
2026-01-12,S25,TRACK JACKET,175,70,36,60%
2026-01-12,S25,SHORTS,100,40,22,60%
2026-01-12,S25,SHORTS,68,24,12,65%
2026-01-12,F25,TRACK JACKET,185,100,40,46%
2026-01-12,S25,CABANA SHIRT,125,50,27,60%
2026-01-12,F25,TRACK JACKET,125,75,29,40%
2026-01-12,S25,POLO,88,35,13,60%
2026-01-12,S24,FOOTWEAR,140,98,41,30%
2026-01-12,S25,TRACK JACKET,165,59,29,64%
2026-01-12,S25,POLO,88,32,17,64%
2026-01-12,F25,TRACK PANT,110,66,20,40%
2026-01-12,F25,SWEATER,125,75,27,40%
2026-01-12,S25,TRACK PANT,110,55,19,50%
2026-01-12,S25,TRACK PANT,140,50,30,64%
2026-01-12,S25,TRACK JACKET,150,60,30,60%
2026-01-12,F25,SHORTS,110,69,25,37%
2026-01-12,S25,SWEATSHIRT,110,44,18,60%
2026-01-12,F24,SHORTS,78,20,20,74%
2026-01-12,F25,TRACK PANT,125,79,28,37%
2026-01-12,S25,TRACK PANT,135,54,24,60%
2026-01-12,F24,SHORTS,78,20,20,74%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F25,LEGGINGS,118,83,25,30%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,F25,TRACK JACKET,165,132,34,20%
2026-01-12,F25,TRACK JACKET,150,90,36,40%
2026-01-12,F25,LONG SLEEVE KNIT,135,81,27,40%
2026-01-12,CORE,TRACK PANT,135,61,31,55%
2026-01-12,S25,TANK TOP,68,27,14,60%
2026-01-12,F25,TRACK PANT,125,88,28,30%
2026-01-12,S25,TRACK JACKET,125,45,25,64%
2026-01-12,CORE,TRACK JACKET,140,140,22,0%
2026-01-12,S25,TRACK PANT,150,60,30,60%
2026-01-12,S25,SWEATSHIRT,110,40,18,64%
2026-01-12,F25,TRACK PANT,110,66,26,40%
2026-01-12,F25,TRACK JACKET,185,100,40,46%
2026-01-12,S25,TRACK JACKET,175,70,42,60%
2026-01-12,F25,TRACK PANT,125,75,28,40%
2026-01-12,S25,TRACK JACKET,140,56,29,60%
2026-01-12,S25,SKORT,68,27,11,60%
2026-01-12,S24,SPORT BRA,78,20,16,74%
2026-01-12,S25,SHORTS,68,27,12,60%
2026-01-12,S25,TRACK JACKET,165,74,40,55%
2026-01-12,F25,TRACK PANT,125,100,23,20%
2026-01-12,S25,PULLOVER,125,50,25,60%
2026-01-12,F25,TRACK PANT,125,75,28,40%
2026-01-12,S25,T-SHIRT,42,17,7,60%
2026-01-12,S25,SOCKS,18,9,4,50%
2026-01-12,S25,SKIRT,78,31,2,60%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,KNITWEAR,225,158,76,30%
2026-01-12,F25,TRACK JACKET,150,90,25,40%
2026-01-12,F25,TRACK PANT,140,98,23,30%
2026-01-12,F25,T-SHIRT,54,32,9,41%
2026-01-12,F25,CREWNECK,110,66,20,40%
2026-01-12,F25,HOODIE,98,62,17,37%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F24,POLO,75,23,28,69%
2026-01-12,S24,SHORTS,68,31,13,54%
2026-01-12,S25,POLO,78,31,14,60%
2026-01-12,F25,TRACK JACKET,145,102,31,30%
2026-01-12,S25,TRACK PANT,110,55,22,50%
2026-01-12,F25,LONG SLEEVE KNIT,135,81,27,40%
2026-01-12,S25,TRACK PANT,140,50,30,64%
2026-01-12,F25,POLO,125,88,27,30%
2026-01-12,F25,TRACK JACKET,145,87,31,40%
2026-01-12,S25,SHOES,88,35,18,60%
2026-01-12,F25,VEST,110,77,24,30%
2026-01-12,F25,SKORT,88,48,22,45%
2026-01-12,F25,TRACK PANT,125,88,28,30%
2026-01-12,S25,POLO,88,35,13,60%
2026-01-12,F25,TRACK PANT,135,81,23,40%
2026-01-12,S25,PULLOVER,125,50,25,60%
2026-01-12,F25,PULLOVER,125,68,27,46%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,CORE,TRACK JACKET,165,74,42,55%
2026-01-12,S25,TRACK JACKET,165,59,40,64%
2026-01-12,S25,TRACK PANT,135,54,24,60%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F25,TRACK PANT,125,100,28,20%
2026-01-12,F25,TRACK PANT,135,81,36,40%
2026-01-12,F25,TRACK PANT,125,88,28,30%
2026-01-12,S25,TRACK JACKET,165,66,29,60%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,S25,TRACK PANT,140,63,30,55%
2026-01-12,S25,SWEATER,150,54,37,64%
2026-01-12,S25,CABANA SHIRT,88,35,19,60%
2026-01-12,F23,SHORTS,68,22,13,68%
2026-01-12,F25,TRACK PANT,135,95,31,30%
2026-01-12,F25,CABANA SHIRT,135,95,32,30%
2026-01-12,F24,POLO,135,34,46,75%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F25,LONG SLEEVE KNIT,135,81,27,40%
2026-01-12,S24,TRACK PANT,125,31,29,75%
2026-01-12,F25,TRACK PANT,125,88,26,30%
2026-01-12,F25,TRACK JACKET,165,116,33,30%
2026-01-12,S25,TRACK JACKET,165,66,29,60%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,F25,TRACK JACKET,150,90,34,40%
2026-01-12,F25,TRACK JACKET,175,123,37,30%
2026-01-12,F25,TRACK PANT,125,75,28,40%
2026-01-12,F25,TRACK JACKET,165,89,31,46%
2026-01-12,F25,TRACK JACKET,185,111,40,40%
2026-01-12,F25,T-SHIRT,68,43,16,37%
2026-01-12,CORE,TRACK PANT,110,110,17,0%
2026-01-12,S25,TRACK PANT,125,45,21,64%
2026-01-12,F25,TRACK PANT,125,68,29,46%
2026-01-12,F25,TRACK JACKET,150,120,34,20%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,S25,TRACK PANT,110,44,19,60%
2026-01-12,F25,TRACK JACKET,150,81,35,46%
2026-01-12,S25,TRACK PANT,125,50,21,60%
2026-01-12,F25,TRACK JACKET,165,99,39,40%
2026-01-12,F25,TRACK PANT,110,66,26,40%
2026-01-12,F25,TRACK JACKET,150,90,34,40%
2026-01-12,F25,TRACK JACKET,150,90,34,40%
2026-01-12,S25,TRACK JACKET,140,56,24,60%
2026-01-12,S24,FOOTWEAR,140,98,41,30%
2026-01-12,F25,TRACK JACKET,185,117,40,37%
2026-01-12,F25,TRACK PANT,88,53,19,40%
2026-01-12,F25,TRACK PANT,125,75,29,40%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,S25,POLO,125,63,27,50%
2026-01-12,F25,SHORTS,78,55,18,29%
2026-01-12,F25,TRACK JACKET,185,111,40,40%
2026-01-12,F24,TRACK JACKET,165,66,42,60%
2026-01-12,F25,TRACK PANT,150,90,32,40%
2026-01-12,F25,TRACK PANT,150,90,32,40%
2026-01-12,S25,SHORTS,68,34,11,50%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F25,CREWNECK,110,66,20,40%
2026-01-12,F25,TRACK JACKET,150,90,25,40%
2026-01-12,S25,SHORTS,110,44,20,60%
2026-01-12,S25,SHORTS,78,31,16,60%
2026-01-12,S25,SKORT,88,32,18,64%
2026-01-12,S25,TRACK PANT,220,47,33,79%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,TRACK JACKET,165,99,37,40%
2026-01-12,F25,TRACK PANT,135,108,31,20%
2026-01-12,S25,TRACK JACKET,175,70,31,60%
2026-01-12,S25,T-SHIRT,42,17,8,60%
2026-01-12,S25,SWEATER,175,39,41,78%
2026-01-12,S25,TRACK JACKET,150,60,30,60%
2026-01-12,F25,TRACK JACKET,145,102,31,30%
2026-01-12,S25,SHORTS,78,28,16,64%
2026-01-12,F25,TRACK PANT,145,87,34,40%
2026-01-12,S25,SHORTS,110,44,22,60%
2026-01-12,F25,TRACK PANT,110,66,20,40%
2026-01-12,S25,TRACK PANT,140,50,30,64%
2026-01-12,S25,T-SHIRT,48,19,7,60%
2026-01-12,S25,SHORTS,88,35,20,60%
2026-01-12,S25,TRACK PANT,125,50,25,60%
2026-01-12,F25,TRACK JACKET,185,117,40,37%
2026-01-12,S22,SOCKS,18,8,4,56%
2026-01-12,S25,SWEATSHIRT,110,44,18,60%
2026-01-12,S25,TRACK PANT,110,50,20,55%
2026-01-12,S25,SHORTS,88,35,20,60%
2026-01-12,F25,TRACK JACKET,150,90,35,40%
2026-01-12,F25,TRACK PANT,135,81,30,40%
2026-01-12,F25,T-SHIRT,54,29,9,46%
2026-01-12,S25,TRACK PANT,125,34,24,73%
2026-01-12,F25,TRACK PANT,125,100,28,20%
2026-01-12,F24,SHORTS,88,22,32,75%
2026-01-12,S25,TRACK PANT,125,50,21,60%
2026-01-12,F24,TRACK JACKET,145,44,31,70%
2026-01-12,F24,SWEATSHIRT,190,48,47,75%
2026-01-12,S25,T-SHIRT,42,14,7,67%
2026-01-12,F24,POLO,150,38,80,75%
2026-01-12,S25,SHORTS,68,27,12,60%
2026-01-12,S25,TRACK PANT,125,45,22,64%
2026-01-12,S25,TRACK JACKET,175,70,36,60%
